Q1,Q2,MRK_Age,Age_groups,Q3,Q3r5oe,Q4,State,Region,States_Division,Q5a,QS5br1,QS5br2,QS5br3,QS5br4,QS5br5,QS5br6,QS5br6oe,Q5_a__1,Q5_b__1,Q5_c__1,Q5_d__1,Q6,Vir_Q7r1,Vir_Q7r2,Vir_Q7r3,Vir_Q7r4,Vir_Q7r5,Vir_Q7r6,Vir_Q7r7,Vir_Q7r8,Vir_Q7r9,Vir_Q7r10,Vir_Q7r11,Vir_Q7r12,Vir_Q7r13,Vir_Q7r14,Vir_Q7r15,Vir_Q7r16,Vir_Q7r17,Vir_Q7r18,Vir_Q7r19,D1,D2,D3,D5,QD6,happiness,anxiety
English,45,45-54,45+,Man,,87120,New Mexico,West,Mountain,Yes,Selected,Other,Other,Other,Other,Other,,8,6,9,8,Waking up in a good mood.,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Other,Other,Other,Other,Other,Other,Other,"Up to $24,999",Some high school or less,I am retired,Married,None,9,8
English,34,25-34,<45,Woman,,57106,South Dakota,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,4,4,5,5,Playing with kids,Other,Other,Other,Other,Selected,Other,Other,Other,Selected,Other,Selected,Other,Other,Other,Selected,Other,Other,Other,Other,"$50,000 - $74,999",Completed college,I work part time,Married,2,5,5
English,40,35-44,<45,Woman,,83646,Idaho,West,Mountain,Yes,Other,Other,Other,Other,Selected,Other,,6,5,5,2,Spending time with my family and traveling,Selected,Selected,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,"$50,000 - $74,999",Some college,I am unemployed,"Single, never been married",None,5,2
English,24,18-24,<45,Man,,2909,Rhode Island,Northeast,New England,Yes,Other,Other,Other,Other,Other,Selected,Hispanic,9,7,10 - completely,0 - not at all,My girlfriend,Selected,Selected,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Other,Selected,Other,Selected,Other,"$50,000 - $74,999",Some college,I work full time,Living with a partner,None,10,0
English,35,35-44,<45,Man,,83661,Idaho,West,Mountain,Yes,Selected,Other,Other,Other,Other,Other,,2,3,1,0 - not at all,Bring by water any type of water as long as I can get in,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Selected,Other,Selected,Other,"Up to $24,999",Trade/technical school,I am unemployed,"Single, never been married",2,1,0
English,18,18-24,<45,Woman,,2919,Rhode Island,Northeast,New England,No,Other,Selected,Other,Other,Other,Other,,6,5,9,0 - not at all,Listening to music and being around my family.,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Selected,Selected,Other,Other,Other,"Up to $24,999",Completed high school,I am unemployed,"Single, never been married",2,9,0
English,38,35-44,<45,Man,,87123,New Mexico,West,Mountain,Yes,Other,Other,Other,Other,Other,Selected,Hispanic,6,6,5,7,Connecting with people and learning new things makes me happy.,Other,Selected,Selected,Other,Other,Selected,Selected,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,"Up to $24,999",Some high school or less,I work part time,"Single, never been married",None,5,7
English,44,35-44,<45,Man,,59602,Montana,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,5,7,8,0 - not at all,"Peace of  mind, that is being okay with who I am. Fishing, hiking, my dog, meditation.",Selected,Selected,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Selected,Other,Selected,Selected,Selected,Other,Other,"$50,000 - $74,999",Completed college,I work full time,Widowed,None,8,0
English,35,35-44,<45,Woman,,88005,New Mexico,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,8,8,6,8,my family,Selected,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,"$25,000 - $49,999",Some college,I am retired,Married,1,6,8
English,49,45-54,45+,Woman,,88101,New Mexico,West,Mountain,No,Other,Other,Other,Other,Selected,Other,,7,7,5,0 - not at all,"Spending time outdoors, helping others and being able to enjoy my family.",Selected,Selected,Other,Other,Selected,Selected,Other,Selected,Other,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,"Up to $24,999",Some college,I am retired,Separate or divorced,None,5,0
English,30,25-34,<45,Woman,,87020,New Mexico,West,Mountain,Yes,Selected,Other,Other,Other,Other,Other,,6,9,8,6,Family,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,"$75,000 - $99,999",Some college,I am a stay-at-home mom/dad,"Single, never been married",None,8,6
English,40,35-44,<45,Man,,87124,New Mexico,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,7,6,7,5,"Family being around,, getting along",Selected,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Selected,Other,Other,Other,Other,Other,Selected,Other,"Up to $24,999",Some college,I work part time,"Single, never been married",None,7,5
English,26,25-34,<45,Man,,87108,New Mexico,West,Mountain,No,Other,Other,Other,Other,Selected,Other,,7,9,8,1,"My wife and kids, family, job.",Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Selected,Selected,Selected,Other,"$75,000 - $99,999",Completed high school,I work full time,Living with a partner,2,8,1
English,38,35-44,<45,Woman,,19720,Delaware,South,South Atlantic,Yes,Selected,Other,Other,Other,Other,Other,,6,8,7,2,Making people happy,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,"$25,000 - $49,999",Completed high school,I work full time,"Single, never been married",None,7,2
English,49,45-54,45+,Woman,,87105,New Mexico,West,Mountain,Yes,Selected,Other,Other,Other,Other,Other,,8,8,9,1,Being with the people I love,Selected,Other,Other,Other,Selected,Selected,Other,Other,Other,Selected,Other,Selected,Other,Other,Other,Selected,Other,Other,Other,"$100,000 - $149,999",Trade/technical school,I work full time,Living with a partner,None,9,1
English,31,25-34,<45,Man,,89431,Nevada,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,7,6,7,5,making moeney,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,"$150,000 or greater",Completed college,I work full time,Married,None,7,5
English,28,25-34,<45,Man,,89506,Nevada,West,Mountain,No,Other,Other,Selected,Other,Other,Other,,6,5,5,6,Money,Other,Other,Other,Other,Selected,Other,Selected,Other,Selected,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,"$25,000 - $49,999",Completed high school,I am unemployed,"Single, never been married",1,5,6
English,30,25-34,<45,Man,,67663,Kansas,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,5,4,2,1,Not sure at this point what I thought made me happy doesn’t,Selected,Selected,Other,Selected,Other,Other,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Selected,Selected,Selected,Other,"$25,000 - $49,999",Completed high school,I work full time,"Single, never been married",None,2,1
English,23,18-24,<45,Man,,55992,Minnesota,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,3,7,7,3,"Nostalgia, video games, technology, and movies and TV shows growing up in my childhood.",Other,Selected,Selected,Other,Other,Other,Selected,Other,Other,Selected,Selected,Other,Selected,Other,Other,Other,Other,Other,Other,"$50,000 - $74,999",Completed college,I work full time,"Single, never been married",None,7,3
English,34,25-34,<45,Man,,67846,Kansas,Midwest,West North Central,Yes,Other,Other,Other,Other,Other,Selected,Hispanic,4,5,5,2,Being able to fully relax with no worries,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Other,Other,Selected,Other,Selected,Other,"$25,000 - $49,999",Some college,I work full time,"Single, never been married",None,5,2
English,32,25-34,<45,Man,,39663,Mississippi,South,East South Central,No,Selected,Other,Other,Other,Other,Other,,5,3,2,3,Getting rest and my family happy,Selected,Selected,Selected,Other,Other,Selected,Selected,Other,Other,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,"$25,000 - $49,999",Some high school or less,I work full time,Living with a partner,3,2,3
English,34,25-34,<45,Man,,52205,Iowa,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,2,4,3,7,Being outdoors and activities with friends and family,Other,Selected,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Other,"$25,000 - $49,999",Completed high school,I work full time,Separate or divorced,None,3,7
English,26,25-34,<45,Man,,47904,Indiana,Midwest,East North Central,No,Selected,Other,Other,Other,Other,Other,,6,6,7,8,Meeting goals that I set,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,"$50,000 - $74,999",Completed college,I work full time,Married,None,7,8
English,25,25-34,<45,Man,,41166,Kentucky,South,East South Central,No,Selected,Other,Other,Other,Other,Other,,1,3,0 - not at all,10 - completely,Spending time with friends. I don't know what else,Other,Selected,Selected,Selected,Selected,Selected,Selected,Other,Other,Selected,Other,Other,Selected,Other,Other,Selected,Other,Selected,Other,"$25,000 - $49,999",Some college,I am a student,"Single, never been married",None,0,10
English,21,18-24,<45,Man,,80813,Colorado,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,2,1,3,9,"Music, weather",Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Selected,Selected,Other,Other,Other,"$100,000 - $149,999",Some college,I am a student,"Single, never been married",1,3,9
English,21,18-24,<45,Man,,71764,Arkansas,South,West South Central,No,Other,Selected,Other,Other,Other,Other,,8,7,8,5,Repent and accept Jesus Christ as your lord and savior. Tomorrow is not promised!!,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Selected,Other,Other,Other,Selected,Other,"$50,000 - $74,999",Some college,I work full time,"Single, never been married",2,8,5
English,24,18-24,<45,Man,,70458,Louisiana,South,West South Central,No,Other,Selected,Other,Other,Other,Other,,8,9,9,7,Helping out family and friends,Selected,Selected,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,"$75,000 - $99,999",Completed high school,I work full time,"Single, never been married",None,9,7
English,21,18-24,<45,Man,,19963,Delaware,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,8,7,10 - completely,6,Knowing what I do is helping people,Selected,Selected,Other,Other,Selected,Selected,Selected,Other,Other,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,"$150,000 or greater",Some high school or less,I am a student,"Single, never been married",None,10,6
English,33,25-34,<45,Man,,46201,Indiana,Midwest,East North Central,Yes,Selected,Other,Other,Other,Other,Other,,4,4,2,10 - completely,Income security,Selected,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,"$100,000 - $149,999",Graduate degree,I work full time,Married,1,2,10
English,31,25-34,<45,Man,,97031,Oregon,West,Pacific,No,Selected,Other,Other,Other,Other,Other,,6,10 - completely,6,6,Being with friends and family,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"$25,000 - $49,999",Some college,I work full time,"Single, never been married",None,6,6
English,30,25-34,<45,Man,,39216,Mississippi,South,East South Central,No,Selected,Other,Other,Other,Other,Other,,8,7,10 - completely,1,I have a beautiful wife with two awesome kids. I have a stable job & a great home life I have all any man could ever want,Selected,Selected,Other,Other,Selected,Selected,Selected,Other,Selected,Selected,Selected,Selected,Selected,Other,Other,Other,Other,Other,Other,"$25,000 - $49,999",Trade/technical school,I work full time,Married,2,10,1
English,27,25-34,<45,Man,,80219,Colorado,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,6,4,4,5,gaming eating sleeping cooking,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Selected,Other,Other,Other,Other,"$25,000 - $49,999",Completed high school,I am unemployed,"Single, never been married",None,4,5
English,24,18-24,<45,Man,,89086,Nevada,West,Mountain,No,Other,Selected,Other,Other,Other,Other,,10 - completely,10 - completely,10 - completely,8,What makes me really happy is just knowing my family is okay,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Selected,Other,Other,Other,Other,Selected,Selected,Other,Other,Other,"$50,000 - $74,999",Graduate degree,I work full time,"Single, never been married",None,10,8
English,33,25-34,<45,Man,,80260,Colorado,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,7,9,5,5,"Free time, nature, & love.",Other,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Selected,Selected,Selected,Selected,Other,"$50,000 - $74,999",Completed high school,I work full time,Living with a partner,None,5,5
English,23,18-24,<45,Man,,55992,Minnesota,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,3,7,8,5,"Nostalgia, video games, traveling, adventure, and watching childhood movies and TV shows",Other,Selected,Selected,Other,Other,Other,Selected,Other,Other,Selected,Selected,Other,Selected,Other,Other,Other,Other,Other,Other,"$50,000 - $74,999",Completed college,I work full time,"Single, never been married",None,8,5
English,25,25-34,<45,Man,,39466,Mississippi,South,East South Central,No,Selected,Other,Other,Other,Selected,Other,,7,9,9,2,"Good health, financial security, my pets, friends, and partner!",Selected,Selected,Selected,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Selected,Other,Selected,Other,"Up to $24,999",Completed high school,I am unemployed,"Single, never been married",None,9,2
English,33,25-34,<45,Man,,40601,Kentucky,South,East South Central,No,Selected,Other,Other,Other,Other,Other,,8,6,4,5,being with family   driving   playing ball  having sex,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Other,Other,Other,Other,"$50,000 - $74,999",Completed high school,I work full time,Living with a partner,1,4,5
English,34,25-34,<45,Man,,58103,North Dakota,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,7,4,10 - completely,0 - not at all,"Not gambling, my boyfriend, our 3 pets and my family and friends.  Plus volunteering at the animal shelter.",Selected,Selected,Other,Selected,Other,Selected,Selected,Other,Other,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Other,"$50,000 - $74,999",Completed high school,I work full time,"Single, never been married",None,10,0
English,25,25-34,<45,Man,,97006,Oregon,West,Pacific,No,Selected,Other,Selected,Other,Other,Other,,7,4,4,5,"Growth, learning, new experiences",Other,Selected,Selected,Other,Other,Selected,Selected,Other,Selected,Other,Other,Other,Selected,Other,Other,Selected,Other,Selected,Other,"$25,000 - $49,999",Completed high school,I work full time,"Single, never been married",None,4,5
English,34,25-34,<45,Man,,58103,North Dakota,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,7,5,10 - completely,0 - not at all,"My cats, my partner and his dog, the pets at the animal shelter and my family/friends.  Britney Spears as well",Selected,Selected,Selected,Selected,Other,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Other,Selected,Selected,Other,Selected,Other,"$50,000 - $74,999",Completed high school,I work full time,"Single, never been married",None,10,0
English,22,18-24,<45,Man,,47906,Indiana,Midwest,East North Central,No,Other,Other,Selected,Other,Other,Other,,9,9,9,1,"I like to enjoy the simple things such as the sunlight, the laughter of my children, and good food among many other things.",Selected,Selected,Selected,Other,Other,Other,Other,Selected,Selected,Selected,Selected,Selected,Other,Other,Other,Other,Other,Selected,Other,"$25,000 - $49,999",Some college,I am a student,Married,1,9,1
English,24,18-24,<45,Man,,70726,Louisiana,South,West South Central,No,Selected,Other,Other,Other,Other,Other,,0 - not at all,0 - not at all,0 - not at all,0 - not at all,Having a job,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,"$25,000 - $49,999",Some college,I am unemployed,"Single, never been married",None,0,0
English,33,25-34,<45,Man,,84004,Utah,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,8,9,9,10 - completely,Being with my wife,Selected,Selected,Other,Other,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Other,Selected,Selected,Other,Selected,Other,"$75,000 - $99,999",Completed college,I work full time,Married,None,9,10
English,26,25-34,<45,Man,,80104,Colorado,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,6,7,7,5,Honestly my car and my job that’s about it,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Selected,Other,Other,Other,"$50,000 - $74,999",Some high school or less,I work full time,"Single, never been married",None,7,5
English,34,25-34,<45,Man,,66109,Kansas,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,7,7,8,3,"Financial stability, friendship, and free time make me happy.",Other,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"$100,000 - $149,999",Completed college,I work full time,"Single, never been married",None,8,3
English,18,18-24,<45,Man,,85364,Arizona,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,5,6,4,3,Being with toy boyfriend,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,"Up to $24,999",Some high school or less,I am unemployed,Married,None,4,3
English,27,25-34,<45,Woman,,55412,Minnesota,Midwest,West North Central,No,Other,Other,Selected,Other,Other,Other,,5,6,7,6,Money makes me happy right now,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,"$25,000 - $49,999",Completed high school,I am unemployed,"Single, never been married",4,7,6
English,28,25-34,<45,Man,,56367,Minnesota,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,3,3,3,5,Not having to worry about problems such as money or friendships. Doing fun things such as vacationing.,Selected,Selected,Other,Selected,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Selected,Selected,Other,Other,Other,"Up to $24,999",Some college,I work full time,"Single, never been married",None,3,5
English,34,25-34,<45,Man,,25265,West Virginia,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,2,1,10 - completely,6,As long as there’s no surprises I’m usually pretty fluid and relaxed and happy having everything planned out and executable makes me happy f,Other,Selected,Other,Other,Other,Other,Other,Selected,Other,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,"$25,000 - $49,999",Completed college,I am unemployed,Living with a partner,None,10,6
English,23,18-24,<45,Man,,89123,Nevada,West,Mountain,No,Other,Selected,Other,Other,Other,Other,,7,7,8,3,What makes me happy is being able to be financially stable after all my bills are paid.,Selected,Selected,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Selected,Other,"$50,000 - $74,999",Completed high school,I work full time,"Single, never been married",3,8,3
English,26,25-34,<45,Man,,80104,Colorado,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,5,8,7,0 - not at all,My car and my job,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Selected,Other,Other,Other,"$50,000 - $74,999",Some high school or less,I work full time,"Single, never been married",None,7,0
English,32,25-34,<45,Man,,80221,Colorado,West,Mountain,No,Other,Selected,Other,Other,Other,Other,,5,6,4,7,Quality time with close friends and family.,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,"$25,000 - $49,999",Completed college,I work full time,"Single, never been married",None,4,7
English,33,25-34,<45,Man,,68122,Nebraska,Midwest,West North Central,No,Other,Selected,Other,Other,Other,Other,,8,8,10 - completely,2,Being able to get up and see my family and friends everyday,Selected,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,"$50,000 - $74,999",Some college,I work full time,"Single, never been married",1,10,2
English,20,18-24,<45,Man,,82009,Wyoming,West,Mountain,Yes,Selected,Other,Other,Other,Other,Other,,6,6,7,9,"Having my dogs and family with me makes me happy. Playing video games, reading, playing guitar, and learning Spanish make me happy.",Selected,Selected,Other,Other,Other,Other,Selected,Selected,Selected,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Other,"$100,000 - $149,999",Some college,I am a student,"Single, never been married",3,7,9
English,31,25-34,<45,Man,,55901,Minnesota,Midwest,West North Central,No,Other,Other,Selected,Other,Other,Other,,8,6,3,7,"My relationships with partner and friends, doing my hobbies such as playing games and making music",Selected,Selected,Other,Other,Selected,Selected,Selected,Other,Other,Other,Other,Selected,Selected,Other,Selected,Selected,Other,Selected,Other,"$100,000 - $149,999",Some college,I am a student,"Single, never been married",None,3,7
English,27,25-34,<45,Man,,85035,Arizona,West,Mountain,Yes,Selected,Other,Other,Other,Other,Other,,7,7,9,5,Being able to share moments with the people I love. Also eating good food makes my tummy happy,Selected,Selected,Other,Other,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Other,Selected,Selected,Other,Selected,Other,"$50,000 - $74,999",Completed high school,I work full time,"Single, never been married",1,9,5
English,34,25-34,<45,Man,,71601,Arkansas,South,West South Central,No,Other,Selected,Other,Other,Other,Other,,9,8,8,9,Music. And weed,Selected,Other,Selected,Other,Other,Other,Other,Other,Other,Selected,Selected,Selected,Other,Other,Selected,Selected,Other,Other,Other,"Up to $24,999",Completed high school,I work full time,"Single, never been married",None,8,9
English,21,18-24,<45,Man,,80813,Colorado,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,1,3,2,8,Music and nature,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,"$100,000 - $149,999",Some college,I am a student,"Single, never been married",1,2,8
English,30,25-34,<45,Man,,97391,Oregon,West,Pacific,No,Selected,Other,Other,Other,Other,Other,,0 - not at all,0 - not at all,1,1,Doing something productive with my life.,Selected,Selected,Other,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Selected,Other,Selected,Selected,Other,Selected,Other,"$25,000 - $49,999",Completed high school,I am a stay-at-home mom/dad,"Single, never been married",1,1,1
English,21,18-24,<45,Man,,97202,Oregon,West,Pacific,No,Other,Other,Selected,Other,Other,Other,,5,6,5,0 - not at all,Helping other ppl,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,"$75,000 - $99,999",Graduate degree,I am unemployed,"Single, never been married",None,5,0
English,26,25-34,<45,Man,,70506,Louisiana,South,West South Central,No,Other,Selected,Other,Other,Other,Other,,0 - not at all,0 - not at all,0 - not at all,10 - completely,Watching tv and listening to music. And cleaning my room.,Selected,Selected,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,Other,Selected,Other,"$25,000 - $49,999",Completed college,I work full time,"Single, never been married",None,0,10
English,22,18-24,<45,Man,,89129,Nevada,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,8,9,9,2,It was a weekend and I had no work,Selected,Selected,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Selected,Other,Selected,Other,Other,Selected,Other,"$150,000 or greater",Completed college,I work full time,"Single, never been married",None,9,2
English,31,25-34,<45,Man,,50849,Iowa,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,6,7,7,2,"My 3 year old, my wife, my students, and making things with my hands.",Selected,Selected,Other,Other,Selected,Selected,Selected,Other,Other,Selected,Selected,Selected,Other,Other,Other,Selected,Other,Selected,Other,"$75,000 - $99,999",Graduate degree,I work full time,Married,1,7,2
English,33,25-34,<45,Man,,39212,Mississippi,South,East South Central,No,Other,Selected,Other,Other,Other,Other,,7,7,7,6,Spending time with good people. Talking about life and giving assistance when needed,Other,Selected,Selected,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,"Up to $24,999",Trade/technical school,I am unemployed,"Single, never been married",None,7,6
English,27,25-34,<45,Man,,83642,Idaho,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,10 - completely,9,8,10 - completely,My family my childrends,Selected,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Other,Selected,Other,Other,Other,"$75,000 - $99,999",Completed college,I work full time,Married,3,8,10
English,34,25-34,<45,Man,,46787,Indiana,Midwest,East North Central,No,Selected,Other,Other,Other,Other,Other,,4,3,0 - not at all,8,"My dog makes me happy,",Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,"Up to $24,999",Completed high school,I work full time,Separate or divorced,None,0,8
English,30,25-34,<45,Man,,40202,Kentucky,South,East South Central,No,Selected,Other,Other,Other,Other,Other,,7,8,9,4,Being around other people and spending time with those I love,Selected,Selected,Other,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Other,"$50,000 - $74,999",Completed college,I work full time,"Single, never been married",None,9,4
English,22,18-24,<45,Man,,81505,Colorado,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,6,7,8,2,"Accomplishing goals, bettering my future, and spending time with loved ones. The more I fulfill goals such as graduating college and gaining certifications, the happier I feel.",Selected,Selected,Other,Other,Other,Other,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Other,Selected,Selected,Selected,Other,Other,"$25,000 - $49,999",Completed college,I work part time,Living with a partner,None,8,2
English,27,25-34,<45,Man,,97756,Oregon,West,Pacific,Yes,Selected,Other,Other,Other,Other,Other,,10 - completely,9,6,3,"my family, i love the sight of my girlfriend and my dogs",Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Selected,Other,"$50,000 - $74,999",Trade/technical school,I work full time,Living with a partner,None,6,3
English,28,25-34,<45,Man,,84101,Utah,West,Mountain,Yes,Selected,Other,Other,Other,Other,Other,,8,9,6,5,Spending quality time with my family,Selected,Selected,Other,Other,Selected,Selected,Selected,Selected,Other,Selected,Selected,Other,Other,Other,Other,Other,Other,Selected,Other,"$25,000 - $49,999",Some college,I am a student,Married,2,6,5
English,33,25-34,<45,Man,,6106,Connecticut,Northeast,New England,No,Selected,Other,Other,Other,Other,Other,,6,5,5,1,Watching sports,Other,Selected,Selected,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,"$50,000 - $74,999",Completed college,I work full time,"Single, never been married",None,5,1
English,29,25-34,<45,Man,,74864,Oklahoma,South,West South Central,No,Selected,Other,Other,Other,Other,Other,,10 - completely,4,9,10 - completely,Being with my family,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Selected,Other,Other,Other,Other,"Up to $24,999",Completed high school,I work full time,"Single, never been married",None,9,10
English,19,18-24,<45,Man,,97914,Oregon,West,Pacific,Yes,Other,Other,Other,Other,Selected,Other,,6,10 - completely,10 - completely,2,spending time with family,Other,Selected,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,"Up to $24,999",Completed high school,I work part time,"Single, never been married",None,10,2
English,29,25-34,<45,Man,,70820,Louisiana,South,West South Central,No,Selected,Other,Other,Other,Other,Other,,7,7,8,8,My friends and spending time with my loved ones,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Other,Other,Selected,Other,Other,Other,"$25,000 - $49,999",Graduate degree,I work full time,"Single, never been married",None,8,8
English,18,18-24,<45,"Non-binary (e.g. genderqueer, genderfluid)",,52353,Iowa,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,0 - not at all,0 - not at all,0 - not at all,10 - completely,Mac n cheese,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,"Up to $24,999",Some college,I work part time,"Single, never been married",1,0,10
